,TransactionNumber,UserID,Age,Gender,Occupation,EducationLevel,MaritalStatus,NumDependents,TransactionDate,MerchantID,TransactionType,TransactionLocation,DeviceType,Latitude,Longitude,Terrorism,UserTenure,IsFraud,Income,Expenditure,GiftsTransaction,TransactionAmount,Cleaned_TransactionTime,Transaction_Time_of_Day
130,2752,1267,55,Female,Professional,Master,Widowed,4,2023-09-05,M008,Purchase,Sydney,Mobile,-37.0201,144.9646,1,117,0,34128.07,22746.13,2550.23,826.44,2024-09-14 09:04:27,Morning
131,6270,4418,39,Female,Professional,Bachelor,Single,1,2023-11-04,M004,Purchase,Canberra,Mobile,-37.0201,144.9646,1,65,0,37967.02,16299.74,1247.3,180.26,2024-09-14 20:28:12,Evening
132,332,2819,34,Female,Professional,Bachelor,Married,3,2023-02-08,M006,Withdrawal,Melbourne,Mobile,-20.917574,142.702789,0,61,0,76955.0,23468.76,884.31,22.93,2024-09-14 10:06:03,Morning
133,3030,115,31,Male,Retired,High School,Single,0,2023-09-21,M007,Transfer,Perth,Mobile,-31.840233,145.612793,0,105,0,86292.53,52375.69,2667.87,323.21,2024-09-14 19:39:52,Evening
134,2102,3787,27,Male,Student,Bachelor,Single,3,2023-11-29,M001,Transfer,Canberra,Desktop,-31.840233,145.612793,0,18,0,121552.99,55573.07,5678.51,221.72,2024-09-14 13:00:39,Afternoon
135,1362,3125,23,Female,Student,High School,Single,0,2023-05-24,M001,Payment,Melbourne,Desktop,-25.042261,117.793221,0,88,0,70276.22,24424.34,5382.61,316.6,2024-09-14 03:27:21,Night
136,306,3533,43,Female,Professional,High School,Married,1,2023-12-27,M002,Purchase,Perth,Desktop,-31.840233,145.612793,0,111,0,85854.75,42984.6,4173.94,100.0,2024-09-14 13:16:51,Afternoon
137,14302,4352,35,Male,Professional,High School,Single,0,2023-10-17,M007,Withdrawal,Melbourne,Desktop,-31.840233,145.612793,0,8,0,84687.96,32395.98,8925.8,170.52,2024-09-14 11:37:34,Morning
138,7145,1335,36,Male,Professional,High School,Married,4,2023-10-13,M003,Withdrawal,Hobart,Mobile,-20.917574,142.702789,0,6,1,77443.2,40882.0,14110.12,245.95,2024-09-14 00:00:00,Night
139,7330,81,34,Male,Professional,Master,Single,3,2023-06-17,M001,Purchase,Canberra,Mobile,-37.0201,144.9646,0,113,0,83358.57,34649.64,7764.44,419.68,2024-09-14 18:43:47,Evening
140,3891,1114,21,Male,Retired,High School,Married,4,2023-10-22,M001,Purchase,Melbourne,Tablet,-37.0201,144.9646,1,63,0,69271.9,24202.02,9807.68,502.42,2024-09-14 14:31:44,Afternoon
141,5652,1904,47,Female,Student,High School,Single,0,2023-08-31,M003,Withdrawal,Perth,Mobile,-35.473469,149.012375,0,18,1,52655.75,29975.19,7248.9,690.98,2024-09-14 05:55:53,Night
142,10402,4164,33,Male,Professional,High School,Married,1,2023-09-29,M006,Transfer,Darwin,Mobile,-37.0201,144.9646,0,69,0,75243.95,46274.25,5990.17,173.13,2024-09-14 15:36:57,Afternoon
143,1995,2250,47,Male,Professional,High School,Married,4,2023-12-29,M007,Purchase,Canberra,Mobile,-25.042261,117.793221,0,65,0,81153.05,36558.46,656.29,50.89,2024-09-14 20:44:19,Evening
144,2952,816,18,Male,Unemployed,Bachelor,Single,3,2023-11-17,M004,Payment,Darwin,Mobile,-31.840233,145.612793,0,13,0,92306.98,62523.62,13817.39,39.92,2024-09-14 06:43:43,Morning
145,14806,2234,50,Male,Professional,High School,Married,2,2023-06-26,M008,Purchase,Hobart,Desktop,-25.042261,117.793221,0,54,0,85506.26,33006.17,13238.42,768.93,2024-09-14 06:30:16,Morning
146,9881,3369,36,Female,Student,High School,Married,2,2023-08-27,M003,Withdrawal,Darwin,Tablet,-20.917574,142.702789,0,99,1,84724.52,38765.95,4912.37,742.24,2024-09-14 15:19:30,Afternoon
147,17147,1717,36,Female,Professional,Master,Married,1,2023-02-11,M005,Purchase,Perth,Mobile,-31.840233,145.612793,0,94,0,70965.18,51669.18,5919.06,19.59,2024-09-14 14:19:48,Afternoon
148,5403,2764,36,Male,Professional,High School,Single,0,2023-08-29,M005,Purchase,Melbourne,Desktop,-30.000233,136.209152,1,103,0,18302.79,6206.25,1771.45,459.45,2024-09-14 22:14:02,Evening
149,10599,2070,43,Female,Student,PhD,Single,4,2023-11-21,M002,Transfer,Canberra,Mobile,-20.917574,142.702789,0,109,1,55775.04,44355.3,10740.53,349.52,2024-09-14 00:00:00,Night
150,8364,4941,42,Female,Professional,High School,Widowed,0,2023-07-04,M008,Purchase,Sydney,Desktop,-20.917574,142.702789,1,118,0,78348.5,56512.61,42.36,155.76,2024-09-14 17:25:03,Afternoon
151,5292,1969,50,Male,Unemployed,High School,Married,4,2023-12-01,M003,Transfer,Adelaide,Desktop,-37.0201,144.9646,0,59,0,45967.53,34216.26,8545.05,140.89,2024-09-14 17:44:36,Afternoon
152,15100,2021,33,Male,Professional,High School,Married,2,2023-04-02,M002,Purchase,Brisbane,Mobile,-41.640079,146.315918,0,67,1,37902.13,12961.02,3230.51,1097.6,2024-09-14 04:07:47,Night
153,17667,1731,38,Male,Unemployed,Bachelor,Married,1,2023-10-16,M005,Purchase,Melbourne,Mobile,-25.042261,117.793221,0,78,0,48351.05,39153.91,4938.79,73.1,2024-09-14 03:41:16,Night
154,16982,361,50,Male,Professional,PhD,Married,1,2023-12-03,M003,Withdrawal,Brisbane,Mobile,-37.0201,144.9646,1,112,1,129013.48,85481.83,34562.55,66.95,2024-09-14 07:02:46,Morning
155,7408,434,32,Female,Retired,High School,Married,4,2023-11-23,M001,Payment,Hobart,Mobile,-31.840233,145.612793,1,67,0,55167.16,18380.59,5618.46,131.4,2024-09-14 08:19:24,Morning
156,4925,2107,37,Male,Professional,High School,Divorced,0,2023-11-09,M004,Purchase,Perth,Mobile,-31.840233,145.612793,1,58,0,126661.66,85538.59,20568.69,689.27,2024-09-14 08:45:19,Morning
157,9815,188,34,Female,Unemployed,Bachelor,Married,1,2023-09-18,M001,Purchase,Canberra,Mobile,-31.840233,145.612793,1,16,1,82038.5,47070.12,8341.8,37.94,2024-09-14 04:12:35,Night
158,6244,159,30,Male,Unemployed,High School,Married,2,2023-03-21,M002,Transfer,Perth,Tablet,-37.0201,144.9646,1,32,0,126075.79,51439.85,17653.56,16.81,2024-09-14 15:02:20,Afternoon
159,18031,3726,49,Female,Retired,Bachelor,Widowed,4,2023-12-28,M002,Purchase,Hobart,Desktop,-25.042261,117.793221,0,112,0,44867.26,18728.38,3410.14,89.95,2024-09-14 12:46:47,Afternoon
160,8513,4354,32,Male,Student,High School,Single,4,2023-08-09,M002,Transfer,Darwin,Mobile,-31.840233,145.612793,1,32,0,83709.16,64429.76,7007.27,32.79,2024-09-14 13:33:31,Afternoon
161,8310,2317,24,Male,Student,Master,Married,1,2023-10-16,M008,Transfer,Perth,Mobile,-31.840233,145.612793,0,56,1,92493.99,52814.29,1662.35,4.69,2024-09-14 01:02:49,Night
162,16981,2702,39,Female,Student,High School,Single,2,2023-12-08,M008,Transfer,Sydney,Mobile,-20.917574,142.702789,0,45,0,35203.77,26007.15,1447.14,18.54,2024-09-14 15:13:29,Afternoon
163,2447,4505,45,Male,Retired,Bachelor,Married,4,2023-09-03,M003,Purchase,Sydney,Mobile,-20.917574,142.702789,1,19,0,84475.87,64293.0,6816.84,165.76,2024-09-14 22:57:03,Evening
164,16079,1614,28,Female,Student,Bachelor,Single,2,2023-03-31,M006,Payment,Sydney,Tablet,-37.0201,144.9646,1,85,1,37937.14,24159.5,2537.63,4048.62,2024-09-14 08:14:39,Morning
165,3573,4234,34,Male,Unemployed,High School,Married,4,2023-12-29,M001,Purchase,Perth,Desktop,-31.840233,145.612793,1,27,0,98214.94,53090.28,27253.41,37.62,2024-09-14 10:00:39,Morning
166,11773,2275,33,Female,Unemployed,Master,Single,0,2023-08-22,M004,Withdrawal,Adelaide,Desktop,-37.0201,144.9646,1,113,1,30892.63,19831.98,1709.24,136.02,2024-09-14 05:46:25,Night
167,10470,3527,30,Male,Professional,Bachelor,Divorced,1,2023-05-29,M002,Purchase,Melbourne,Tablet,-31.840233,145.612793,0,52,0,30512.07,10875.43,900.78,96.17,2024-09-14 04:10:01,Night
168,15731,2295,31,Male,Professional,PhD,Married,2,2023-10-27,M004,Purchase,Adelaide,Mobile,-20.917574,142.702789,1,62,0,60395.1,47871.15,1084.33,21.98,2024-09-14 08:23:08,Morning
169,1115,4032,39,Male,Professional,Bachelor,Single,1,2023-12-18,M001,Payment,Melbourne,Mobile,-31.840233,145.612793,1,85,0,42220.02,17591.27,4685.09,486.79,2024-09-14 04:31:45,Night
170,12024,1839,38,Male,Student,Bachelor,Married,0,2023-12-25,M004,Transfer,Melbourne,Mobile,-31.840233,145.612793,0,68,0,115290.86,57400.69,2545.92,272.34,2024-09-14 14:17:15,Afternoon
171,16159,3083,35,Female,Professional,High School,Single,1,2023-05-17,M007,Withdrawal,Hobart,Desktop,-25.042261,117.793221,0,89,1,24716.72,13631.05,6300.48,97.74,2024-09-14 14:39:09,Afternoon
172,12445,408,49,Male,Professional,Bachelor,Divorced,0,2023-05-10,M002,Purchase,Darwin,Mobile,-31.840233,145.612793,0,59,1,147097.61,96066.53,7349.9,69.69,2024-09-14 04:44:53,Night
173,3466,2908,29,Female,Professional,Master,Married,0,2023-05-22,M004,Purchase,Brisbane,Mobile,-20.917574,142.702789,0,80,1,48514.74,18615.11,435.55,86.47,2024-09-14 04:48:39,Night
174,5145,3871,25,Female,Professional,High School,Single,2,2023-08-24,M005,Payment,Melbourne,Desktop,-37.0201,144.9646,0,76,0,33628.78,19020.93,2998.23,63.93,2024-09-14 08:10:15,Morning
175,8079,2719,33,Male,Professional,Bachelor,Married,1,2023-09-27,M008,Withdrawal,Hobart,Desktop,-25.042261,117.793221,0,27,1,34311.88,18472.76,278.56,1415.18,2024-09-14 05:09:37,Night
176,13048,3125,23,Female,Student,High School,Single,0,2023-05-24,M006,Purchase,Perth,Mobile,-25.042261,117.793221,0,88,1,70276.22,24424.34,5382.61,447.04,2024-09-14 03:35:33,Night
177,4339,698,35,Male,Student,High School,Widowed,4,2023-05-11,M002,Purchase,Darwin,Mobile,-31.840233,145.612793,0,107,1,55141.54,43092.51,10993.95,252.29,2024-09-14 00:00:00,Night
178,10205,728,21,Male,Student,High School,Single,2,2023-12-30,M007,Purchase,Perth,Tablet,-31.840233,145.612793,0,29,0,87555.74,35503.36,5077.77,716.38,2024-09-14 10:07:12,Morning
179,8813,4921,28,Female,Student,High School,Single,2,2023-11-14,M003,Purchase,Brisbane,Mobile,-31.840233,145.612793,0,58,1,123034.58,53862.68,17353.62,12.67,2024-09-14 03:48:18,Night
180,7061,4004,31,Male,Professional,Bachelor,Married,2,2023-04-23,M004,Withdrawal,Sydney,Tablet,-31.840233,145.612793,1,62,1,118837.87,35695.35,23068.53,136.69,2024-09-14 09:07:54,Morning
181,13289,54,26,Female,Professional,Bachelor,Single,3,2023-05-16,M004,Purchase,Melbourne,Desktop,-37.0201,144.9646,1,76,0,37147.68,22553.66,955.93,60.8,2024-09-14 23:00:28,Evening
182,10950,2398,34,Male,Professional,Master,Single,0,2023-12-22,M007,Withdrawal,Hobart,Tablet,-37.0201,144.9646,0,116,1,46932.04,27346.78,2054.63,155.09,2024-09-14 11:33:43,Morning
183,7388,3290,35,Male,Professional,Bachelor,Married,3,2023-07-24,M008,Purchase,Canberra,Tablet,-37.0201,144.9646,0,71,0,38806.94,14110.38,2185.13,202.0,2024-09-14 18:37:42,Evening
184,12353,3240,40,Female,Unemployed,Bachelor,Divorced,4,2023-12-15,M006,Transfer,Melbourne,Desktop,-25.042261,117.793221,0,86,0,40833.58,24272.77,3141.14,418.76,2024-09-14 20:19:09,Evening
185,5070,2914,34,Male,Student,Bachelor,Married,4,2023-09-20,M007,Purchase,Darwin,Mobile,-31.840233,145.612793,1,4,1,56727.2,29659.41,11110.44,2.5,2024-09-14 01:45:33,Night
186,5825,4545,35,Female,Professional,Bachelor,Single,1,2023-12-14,M004,Purchase,Adelaide,Desktop,-20.917574,142.702789,1,75,1,66317.82,43324.6,6370.49,160.63,2024-09-14 04:46:45,Night
187,9357,1791,34,Male,Unemployed,Bachelor,Married,1,2023-10-08,M008,Transfer,Perth,Desktop,-20.917574,142.702789,0,88,1,81400.22,57117.17,2025.52,546.57,2024-09-14 00:30:17,Night
188,10778,2464,47,Female,Retired,High School,Single,4,2023-01-13,M007,Purchase,Sydney,Desktop,-35.473469,149.012375,0,71,0,39071.11,28667.78,2708.47,101.99,2024-09-14 15:00:44,Afternoon
189,11772,3726,49,Female,Retired,Bachelor,Widowed,4,2023-12-18,M004,Purchase,Canberra,Mobile,-25.042261,117.793221,0,112,0,44867.26,18344.97,3408.77,82.57,2024-09-14 13:34:29,Afternoon
190,15612,804,39,Male,Student,Bachelor,Widowed,3,2023-10-15,M003,Payment,Melbourne,Mobile,-19.491411,132.550964,0,67,0,76706.38,60712.42,12999.3,534.84,2024-09-14 17:35:44,Afternoon
191,9443,420,28,Female,Student,Bachelor,Single,2,2023-11-21,M008,Purchase,Darwin,Desktop,-31.840233,145.612793,1,97,0,77734.81,37710.48,7499.72,50.81,2024-09-14 15:31:09,Afternoon
192,15804,574,51,Male,Professional,Bachelor,Single,3,2023-12-06,M002,Withdrawal,Canberra,Desktop,-20.917574,142.702789,0,77,1,86809.84,67391.12,4971.95,53.78,2024-09-14 04:43:06,Night
193,10389,3512,18,Female,Professional,Bachelor,Married,0,2023-10-26,M008,Transfer,Adelaide,Desktop,-31.840233,145.612793,1,25,0,155199.89,122061.63,12720.6,231.05,2024-09-14 11:13:19,Morning
194,5383,2515,18,Female,Professional,Bachelor,Single,3,2023-01-20,M008,Purchase,Melbourne,Mobile,-31.840233,145.612793,0,57,0,78632.75,55730.7,3136.1,14.42,2024-09-14 16:25:06,Afternoon
195,6769,4976,27,Male,Retired,High School,Single,1,2023-02-06,M005,Purchase,Melbourne,Mobile,-25.042261,117.793221,0,6,0,67484.59,29461.69,1485.03,336.78,2024-09-14 03:39:09,Night
196,134,630,34,Male,Professional,High School,Single,2,2023-11-05,M007,Purchase,Sydney,Mobile,-25.042261,117.793221,0,118,0,33147.62,17387.2,3329.35,177.34,2024-09-14 14:25:01,Afternoon
197,10931,2898,18,Female,Student,Bachelor,Married,1,2023-05-23,M002,Withdrawal,Melbourne,Mobile,-30.000233,136.209152,0,63,0,49711.46,23490.62,3591.66,31.36,2024-09-14 17:47:13,Afternoon
198,10924,4922,46,Female,Professional,High School,Single,2,2023-10-02,M003,Payment,Perth,Mobile,-31.840233,145.612793,0,99,0,72968.32,22114.52,3592.62,21.21,2024-09-14 23:26:17,Evening
199,12821,3832,47,Female,Student,High School,Divorced,3,2023-12-26,M006,Transfer,Sydney,Tablet,-37.0201,144.9646,0,95,0,66370.25,38464.21,11415.82,290.27,2024-09-14 06:12:18,Morning
200,7025,4406,30,Male,Student,High School,Single,0,2023-07-18,M005,Payment,Perth,Mobile,-37.0201,144.9646,0,113,1,43450.97,17077.37,122.26,52.72,2024-09-14 00:18:18,Night
201,18219,3951,33,Female,Professional,Master,Married,3,2023-02-12,M004,Purchase,Sydney,Mobile,-31.840233,145.612793,1,18,1,142732.26,114432.03,712.07,1118.51,2024-09-14 00:00:00,Night
202,8687,3167,25,Female,Professional,PhD,Single,0,2023-11-30,M002,Withdrawal,Hobart,Desktop,-30.000233,136.209152,0,1,1,49041.99,20668.03,3189.33,61.99,2024-09-14 14:49:50,Afternoon
203,799,3208,41,Female,Professional,High School,Single,2,2023-11-16,M005,Purchase,Perth,Desktop,-37.0201,144.9646,1,74,0,70010.13,25398.23,514.81,596.79,2024-09-14 08:12:29,Morning
204,17032,2454,43,Female,Professional,High School,Divorced,3,2023-01-30,M005,Purchase,Darwin,Mobile,-37.0201,144.9646,0,11,0,37524.19,15893.89,2855.98,117.64,2024-09-14 20:08:51,Evening
205,9995,3193,40,Male,Professional,Bachelor,Single,0,2023-08-23,M004,Purchase,Darwin,Desktop,-37.0201,144.9646,1,48,0,44663.69,31313.63,2270.41,94.2,2024-09-14 13:23:38,Afternoon
206,6840,3624,38,Male,Professional,Bachelor,Single,4,2023-07-29,M003,Purchase,Brisbane,Mobile,-20.917574,142.702789,0,9,0,134449.36,43085.52,3100.94,21.45,2024-09-14 23:59:59,Night
207,427,2815,37,Female,Professional,PhD,Single,4,2023-11-28,M007,Transfer,Perth,Mobile,-37.0201,144.9646,1,89,0,68299.23,41420.19,3068.62,57.07,2024-09-14 15:32:21,Afternoon
208,12884,2685,26,Male,Retired,High School,Married,2,2023-08-30,M008,Purchase,Melbourne,Mobile,-20.917574,142.702789,0,83,0,148736.96,91469.96,9609.49,2982.0,2024-09-14 00:58:50,Night
209,14409,1534,36,Male,Professional,Bachelor,Single,1,2023-08-10,M004,Withdrawal,Perth,Mobile,-30.000233,136.209152,0,98,1,72788.07,43542.64,274.18,272.64,2024-09-14 13:48:37,Afternoon
210,4687,3611,31,Male,Professional,High School,Married,3,2023-12-21,M004,Withdrawal,Sydney,Desktop,-30.000233,136.209152,0,17,1,41703.3,20734.79,487.26,43.22,2024-09-14 05:17:42,Night
211,10497,3399,43,Male,Professional,High School,Single,3,2023-02-04,M002,Payment,Adelaide,Tablet,-20.917574,142.702789,0,117,0,43879.48,24587.08,1830.23,93.74,2024-09-14 06:08:28,Morning
212,16572,3206,28,Male,Professional,Master,Divorced,3,2023-06-19,M006,Transfer,Darwin,Mobile,-20.917574,142.702789,0,89,0,59359.54,42728.63,5707.33,323.74,2024-09-14 11:16:36,Morning
213,16465,1426,42,Male,Student,Bachelor,Single,3,2023-07-01,M001,Payment,Hobart,Mobile,-37.0201,144.9646,1,74,0,62223.32,26116.51,5248.79,92.17,2024-09-14 23:23:52,Evening
214,2538,4498,33,Female,Retired,High School,Single,3,2023-08-03,M007,Withdrawal,Melbourne,Mobile,-37.0201,144.9646,0,66,1,80648.58,51252.91,12912.62,23.77,2024-09-14 00:00:00,Night
215,5992,3656,40,Male,Professional,Bachelor,Single,0,2023-05-22,M007,Withdrawal,Sydney,Mobile,-20.917574,142.702789,1,34,1,94175.9,62421.37,18664.83,1178.79,2024-09-14 00:48:53,Night
216,1255,4339,27,Female,Retired,Bachelor,Widowed,4,2023-12-14,M008,Transfer,Perth,Desktop,-31.840233,145.612793,1,100,0,65812.38,30602.7,9066.59,66.18,2024-09-14 23:16:12,Evening
217,7628,895,34,Female,Professional,High School,Married,2,2023-11-27,M008,Purchase,Darwin,Mobile,-31.840233,145.612793,0,57,0,72817.53,22648.41,4813.09,452.4,2024-09-14 11:35:43,Morning
218,11604,2547,24,Male,Professional,High School,Married,0,2023-04-06,M007,Withdrawal,Adelaide,Mobile,-31.840233,145.612793,0,105,1,69847.69,44175.96,5280.53,390.83,2024-09-14 17:00:28,Afternoon
219,9270,4244,41,Male,Retired,PhD,Single,2,2023-05-03,M006,Transfer,Perth,Desktop,-37.0201,144.9646,1,81,0,54991.51,28143.28,306.72,46.56,2024-09-14 12:35:24,Afternoon
220,4801,4091,32,Male,Professional,Bachelor,Married,3,2023-10-10,M003,Transfer,Perth,Mobile,-37.0201,144.9646,1,6,0,82432.87,28011.28,2288.61,102.75,2024-09-14 20:41:29,Evening
221,2724,2046,18,Male,Professional,Bachelor,Widowed,0,2023-01-19,M001,Withdrawal,Sydney,Desktop,-31.840233,145.612793,1,50,1,49656.17,24097.86,4015.08,323.6,2024-09-14 15:35:16,Afternoon
222,9445,1077,26,Male,Professional,High School,Divorced,4,2023-09-20,M005,Purchase,Darwin,Desktop,-31.840233,145.612793,0,3,1,53713.03,21018.15,5705.7,3.59,2024-09-14 00:00:00,Night
223,13327,3497,38,Male,Professional,PhD,Married,1,2023-05-31,M002,Payment,Sydney,Desktop,-37.0201,144.9646,1,113,0,28398.64,11950.88,538.94,313.14,2024-09-14 16:34:54,Afternoon
224,3131,2845,43,Female,Student,Master,Married,1,2023-07-28,M002,Purchase,Brisbane,Mobile,-20.917574,142.702789,1,19,0,64023.61,39554.8,10286.14,33.01,2024-09-14 23:59:59,Night
225,17114,415,18,Male,Student,PhD,Married,0,2023-11-16,M001,Purchase,Melbourne,Mobile,-31.840233,145.612793,1,102,0,52004.75,24534.8,1375.62,359.2,2024-09-14 01:08:25,Night
226,1926,2713,42,Male,Professional,High School,Married,0,2023-05-04,M007,Transfer,Canberra,Mobile,-20.917574,142.702789,0,19,0,85001.7,38542.94,7270.21,76.96,2024-09-14 23:59:59,Night
227,14675,638,33,Male,Student,Bachelor,Married,3,2023-11-15,M003,Purchase,Melbourne,Desktop,-31.840233,145.612793,1,6,0,22892.43,15187.44,239.41,933.21,2024-09-14 17:55:21,Afternoon
228,16650,3657,21,Male,Professional,Master,Single,4,2023-11-14,M006,Transfer,Hobart,Mobile,-31.840233,145.612793,0,93,0,75326.97,37887.8,28203.82,1732.47,2024-09-14 08:06:28,Morning
229,3037,638,33,Male,Student,Bachelor,Married,3,2023-12-10,M004,Transfer,Adelaide,Mobile,-31.840233,145.612793,1,6,0,22892.43,14876.52,239.32,830.43,2024-09-14 23:59:59,Night
230,7336,4690,50,Female,Professional,Master,Married,0,2023-12-25,M004,Purchase,Melbourne,Mobile,-37.0201,144.9646,0,111,0,22624.83,9074.02,3415.34,106.57,2024-09-14 22:13:50,Evening
231,9188,3176,42,Male,Student,Bachelor,Married,2,2023-11-11,M002,Purchase,Hobart,Mobile,-25.042261,117.793221,0,36,0,126365.89,86882.4,10852.03,119.33,2024-09-14 07:36:50,Morning
232,14492,3120,31,Female,Professional,Bachelor,Married,0,2023-08-21,M004,Withdrawal,Melbourne,Mobile,-37.0201,144.9646,0,18,1,78564.55,24115.93,10237.22,5.46,2024-09-14 03:26:44,Night
233,12186,3037,47,Female,Student,High School,Married,4,2023-09-16,M004,Purchase,Adelaide,Desktop,-37.0201,144.9646,0,98,0,71163.21,22024.05,684.26,169.44,2024-09-14 07:36:57,Morning
234,10002,1771,30,Male,Professional,High School,Married,1,2023-06-19,M006,Purchase,Perth,Desktop,-31.840233,145.612793,0,110,1,50266.76,32382.56,7043.57,531.9,2024-09-14 00:59:07,Night
235,4021,4556,18,Male,Student,High School,Married,0,2023-10-28,M003,Withdrawal,Perth,Desktop,-30.000233,136.209152,1,57,1,65880.62,23675.51,4473.35,52.33,2024-09-14 06:41:14,Morning
236,10871,625,29,Male,Retired,High School,Single,0,2023-08-30,M004,Purchase,Darwin,Desktop,-37.0201,144.9646,0,42,0,42725.6,13898.0,5841.68,147.75,2024-09-14 07:06:16,Morning
237,14455,541,41,Male,Unemployed,Bachelor,Married,1,2023-09-27,M004,Withdrawal,Hobart,Mobile,-20.917574,142.702789,0,50,1,142410.8,98661.76,5641.9,64.15,2024-09-14 23:59:59,Night
238,16261,1837,35,Female,Student,High School,Married,4,2023-03-21,M001,Purchase,Sydney,Mobile,-37.0201,144.9646,0,60,0,135681.67,43776.28,11786.05,310.54,2024-09-14 15:30:03,Afternoon
239,14530,3818,50,Male,Professional,Master,Married,0,2023-09-05,M005,Purchase,Sydney,Mobile,-31.840233,145.612793,1,90,0,52861.26,36848.91,4392.63,267.21,2024-09-14 23:59:59,Night
240,17908,1799,40,Male,Student,Bachelor,Divorced,0,2023-10-30,M003,Transfer,Darwin,Desktop,-20.917574,142.702789,0,99,0,54326.22,19769.11,2054.9,411.46,2024-09-14 17:18:52,Afternoon
241,7603,38,30,Female,Student,High School,Married,4,2023-11-14,M003,Transfer,Brisbane,Desktop,-37.0201,144.9646,0,45,0,47201.66,28568.71,4554.3,287.86,2024-09-14 06:33:22,Morning
242,5674,4372,48,Male,Student,High School,Single,0,2023-10-20,M001,Withdrawal,Sydney,Mobile,-35.473469,149.012375,0,94,1,51253.97,25582.23,5923.75,1416.71,2024-09-14 06:16:46,Morning
243,3746,2043,35,Male,Professional,High School,Married,3,2023-12-25,M008,Purchase,Sydney,Mobile,-20.917574,142.702789,1,9,0,59624.27,37750.34,4399.96,2012.38,2024-09-14 15:29:48,Afternoon
244,17852,3095,36,Male,Professional,High School,Single,2,2023-07-26,M002,Withdrawal,Adelaide,Mobile,-35.473469,149.012375,1,17,1,110477.64,34920.93,4608.63,524.95,2024-09-14 13:20:19,Afternoon
245,5369,250,29,Female,Student,Bachelor,Single,2,2023-07-25,M002,Withdrawal,Sydney,Desktop,-20.917574,142.702789,0,65,1,78912.87,61658.55,7045.98,167.53,2024-09-14 14:44:50,Afternoon
